,Experiment,Participant_ID,Participant_Number,Trial_Number,Triplet_ID,Observation_Phase,Response_Phase,Atomic_Choice,Description,Symbol,Color_Fill,Color_Line,Avatar_Pic,Avatar_Type,Avatar_SO,Avatar,Choice,Cs,Co,Rs,Ro,As_OP,Ao_OP,Bs_OP,Bo_OP,As_RP,Ao_RP,Bs_RP,Bo_RP,Sure_Thing,PDS_Choice,PDO_Choice,OD_Choice,PDS_OP,PDO_OP,OD_A_OP,PDS_RP,PDO_RP,OD_A_RP,OD_B_OP,OD_B_RP,Absolute_Total_OP,Absolute_Total_RP,Choice_Degrees,A_Degrees,B_Degrees,Conflict_Pred_Sim,OD_Pred_Sim,Trial_order,Trial_order_segment,Triplet_Order,Vertical_Position,RightSideUpDown,Key_Press,Prediction,Prediction_RT,Betting_Choice,Betting_RT,Response_Combo,Prediction_Combo,Betting_Combo,Betting_Rationality,Betting_Probability,Subjective_Probability,Subjective_Prob_Range,Subjective_Prob_Bits,Catch,Caught,Instruction_Time,Instruction_Answers,Missed_Instruction_Qs,MM/DD/YYYY,Trust1,Trust2,Cheat,Donate
14,2,0608bvn,1,15,5,Win-win vs Malicious,Borderline,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,5,3,1,3,4,2,4,-1,2,4,-1,4,0,2,1,-2,12,12,63.43,0.0,180.0,0.35,0.75,11,1,1,"""00""",UU,AK,1,1.597,0,2.157,EO,OOO,HBB,0,0.5,0.667,"[0,0,4,0]",2,1,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
15,2,0608bvn,1,16,6,Win-win vs Malicious,Aligned,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,5,5,1,1,2,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,90,6,3,"""01""",UD,ZJ,1,1.253,1,0.448,AO,OOO,HBB,0,0.5,0.833,"[0,0,2,2]",1,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
16,2,0608bvn,1,17,6,Win-win vs Malicious,Aligned,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,5,5,1,1,3,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,56,4,1,"""00""",UU,AK,1,1.679,0,0.437,EO,OOO,HBB,0,0.5,0.5,"[1,1,1,1]",0,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
17,2,0608bvn,1,18,6,Win-win vs Malicious,Aligned,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Win-win vs Malicious:<br>Table A: (5, 5)<br>Table B: (1, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-cross,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,5,5,1,1,4,2,4,-1,2,4,-1,4,4,0,1,0,12,12,63.43,45.0,225.0,0.1,0.5,70,5,2,"""10""",DU,AJ,1,1.326,1,0.684,AO,OOO,HBB,0,0.5,1.0,"[0,0,0,4]",2,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
18,2,0608bvn,1,19,7,Win-win vs Malicious,Borderline,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,3,5,3,1,2,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.8846,0.75,155,10,3,"""10""",DD,ZJ,0,6.266,1,0.532,AT,PPP,BBB,1,1.0,0.333,"[0,4,0,0]",2,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
19,2,0608bvn,1,20,7,Win-win vs Malicious,Borderline,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,3,5,3,1,3,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.8846,0.75,120,8,1,"""00""",UD,ZJ,0,1.53,1,0.843,AT,PPP,BBB,1,1.0,0.5,"[1,1,1,1]",0,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
20,2,0608bvn,1,21,7,Win-win vs Malicious,Borderline,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Benevolent vs Sadistic:<br>Table A: (3, 5)<br>Table B: (3, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,3,5,3,1,4,2,4,-1,2,4,-1,0,4,-2,1,2,12,12,63.43,90.0,270.0,0.8846,0.75,126,8,2,"""10""",DD,ZJ,0,3.072,1,0.596,AT,PPP,BBB,1,1.0,0.5,"[1,1,1,1]",0,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
21,2,0608bvn,1,22,8,Win-win vs Malicious,Conflicted,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,1,5,5,1,2,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,40,3,1,"""10""",DD,ZK,0,2.202,0,2.543,ET,PPP,HHH,1,0.0,0.0,"[4,0,0,0]",2,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
22,2,0608bvn,1,23,8,Win-win vs Malicious,Conflicted,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,1,5,5,1,3,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,44,3,2,"""00""",UD,ZK,0,1.093,0,2.114,ET,PPP,HHH,1,0.0,0.167,"[2,2,0,0]",1,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
23,2,0608bvn,1,24,8,Win-win vs Malicious,Conflicted,Win-win,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Win-win vs Malicious:<br>Choice:  (4, 5) - Win-win<br>Reject:   (2, 1) - Malicious<br><br>Response Phase<br>Helpful vs Selfish:<br>Table A: (1, 5)<br>Table B: (5, 1)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 2, <br>Payoff Difference Other: 4, <br>Outcome Disparity: -1",circle-x,"hsla(63, 65%, 70%, 0.85)","hsla(63, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,0,4,5,2,1,4,5,2,1,1,5,5,1,4,2,4,-1,2,4,-1,-4,4,-4,1,4,12,12,63.43,135.0,315.0,0.7778,0.625,47,3,3,"""10""",DD,ZK,0,1.269,0,1.073,ET,PPP,HHH,1,0.0,0.167,"[2,2,0,0]",1,0,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
24,2,0608bvn,1,25,9,Helpful vs Selfish,Borderline,Selfish,"Utilitarian Avatar:<br>Value for Self: 1<br>Value for Other: 1<br><br>Observation Phase<br>Helpful vs Selfish:<br>Choice:  (5, 2) - Selfish<br>Reject:   (1, 4) - Helpful<br><br>Response Phase<br>Gainful vs Masochistic:<br>Table A: (5, 3)<br>Table B: (1, 3)<br><br>Payoff Dimensions: <br>Payoff Difference Self: 4, <br>Payoff Difference Other: -2, <br>Outcome Disparity: 3",circle,"hsla(296, 65%, 70%, 0.85)","hsla(296, 65%, 50%, 0.85)",Blueish Bowtie,Utilitarian Avatar,"(1, 1)",1,1,5,2,1,4,1,4,5,2,5,3,1,3,2,4,-2,3,-4,2,-3,4,0,2,3,-2,12,12,296.57,0.0,180.0,0.7184,0.1667,57,4,1,"""10""",DU,AJ,1,0.889,1,1.358,AO,OOO,BHB,0,0.5,0.833,"[0,0,2,2]",1,1,0,511,FFTTFFTT,0,03/23/2022,ABCD,ACBD,DCBA,ABCD
