child_idx,parent_idx,k_child,k_parent,changed_utility_setting,loss_child,loss_parent,loss_parent_minus_child,equal_loss,equation_child,equation_parent,utility_settings_child,utility_settings_parent,n_players_evaluated,player_role,child_conditional_welfare_mode,child_reference_dependent_altruism,child_min_max_rawlsian_leontief,child_use_exponential_parameters,child_apply_exponents_to_payoffs,child_single_exponential_parameter,child_single_payoffs_not_differences,child_payoff_ratios_not_differences,child_reference_dependent_utility,child_use_negativity_parameters,child_negativity_social_comparison,child_fix_self_interest_parameter,child_include_social_comparison,child_include_altruism_term,parent_conditional_welfare_mode,parent_reference_dependent_altruism,parent_min_max_rawlsian_leontief,parent_use_exponential_parameters,parent_apply_exponents_to_payoffs,parent_single_exponential_parameter,parent_single_payoffs_not_differences,parent_payoff_ratios_not_differences,parent_reference_dependent_utility,parent_use_negativity_parameters,parent_negativity_social_comparison,parent_fix_self_interest_parameter,parent_include_social_comparison,parent_include_altruism_term,params_child,params_parent,Vᵢᵢ_child,Vᵢᵢ_parent,Ʌᵢᵢ_child,Ʌᵢᵢ_parent,Vᵢⱼ_child,Vᵢⱼ_parent,Ʌᵢⱼ_child,Ʌᵢⱼ_parent,Ƹᵢⱼ_child,Ƹᵢⱼ_parent,Ʒᵢⱼ_child,Ʒᵢⱼ_parent,γ1_child,γ1_parent,γ2_child,γ2_parent,γ3_child,γ3_parent,Vᵢᵢ_std_child,Vᵢᵢ_std_parent,Ʌᵢᵢ_std_child,Ʌᵢᵢ_std_parent,Vᵢⱼ_std_child,Vᵢⱼ_std_parent,Ʌᵢⱼ_std_child,Ʌᵢⱼ_std_parent,Ƹᵢⱼ_std_child,Ƹᵢⱼ_std_parent,Ʒᵢⱼ_std_child,Ʒᵢⱼ_std_parent,γ1_std_child,γ1_std_parent,γ2_std_child,γ2_std_parent,γ3_std_child,γ3_std_parent
452,317,2,4,use_exponential_parameters,0.0,0.0,0.0,True,"Uᵢ(A) = Vᵢⱼ × min(πᵢᴬ / (πᵢᴬ + πᵢᴮ) - 1/2, πⱼᴬ / (πⱼᴬ + πⱼᴮ) - 1/2)","Uᵢ(A) = Vᵢⱼ × min((πᵢᴬ / (πᵢᴬ + πᵢᴮ) - 1/2)^γ₁, (πⱼᴬ / (πⱼᴬ + πⱼᴮ) - 1/2)^γ₁)","(False, False, True, False, False, True, False, True, False, False, False, False, True, True)","(False, False, True, True, False, True, False, True, False, False, False, False, True, True)",0,chooser,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.8177868214736259, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 3.708529430570214, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.8177868214736259, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 3.708529430570214, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",,,,,0.8177868214736259,0.8177868214736259,,,,,,,,1.0,,,,,,,,,3.708529430570214,3.708529430570214,,,,,,,,1.0,,,,
453,318,2,4,use_exponential_parameters,0.0,0.0,0.0,True,"Uᵢ(A) = Vᵢⱼ × max(πᵢᴬ / (πᵢᴬ + πᵢᴮ) - 1/2, πⱼᴬ / (πⱼᴬ + πⱼᴮ) - 1/2)","Uᵢ(A) = Vᵢⱼ × max((πᵢᴬ / (πᵢᴬ + πᵢᴮ) - 1/2)^γ₁, (πⱼᴬ / (πⱼᴬ + πⱼᴮ) - 1/2)^γ₁)","(False, False, True, False, False, True, False, True, False, False, False, False, True, False)","(False, False, True, True, False, True, False, True, False, False, False, False, True, False)",0,chooser,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.7236675463281237, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.7441723248578396, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.7236675463281237, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.7441723248578396, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",,,,,0.7236675463281237,0.7236675463281237,,,,,,,,1.0,,,,,,,,,2.7441723248578396,2.7441723248578396,,,,,,,,1.0,,,,
460,331,2,4,use_exponential_parameters,0.0,0.0,0.0,True,Uᵢ(A) = Vᵢᵢ[πᵢᴬ / (πᵢᴬ + 3) - 1/2],Uᵢ(A) = Vᵢᵢ[πᵢᴬ / (πᵢᴬ + 3) - 1/2]^γ₁,"(False, False, False, False, False, True, False, True, True, False, False, False, False, False)","(False, False, False, True, False, True, False, True, True, False, False, False, False, False)",0,chooser,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,"{'Vᵢᵢ': -0.3894560241976157, 'Ʌᵢᵢ': None, 'Vᵢⱼ': None, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 3.128364769870164, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': None, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': -0.3894560241976157, 'Ʌᵢᵢ': None, 'Vᵢⱼ': None, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 3.128364769870164, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': None, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",-0.3894560241976157,-0.3894560241976157,,,,,,,,,,,,1.0,,,,,3.128364769870164,3.128364769870164,,,,,,,,,,,,1.0,,,,
466,254,2,4,use_exponential_parameters,0.0,0.0,0.0,True,"Uᵢ(A) = πᵢᴬ - πᵢᴮ - Ƹᵢⱼ × (max(πⱼᴬ - πᵢᴬ, 0) + max(πᵢᴬ - πⱼᴬ, 0))","Uᵢ(A) = (πᵢᴬ - πᵢᴮ)^γ₁ - Ƹᵢⱼ × (max(πⱼᴬ - πᵢᴬ, 0)^γ₁ + max(πᵢᴬ - πⱼᴬ, 0)^γ₁)","(False, False, False, False, False, True, False, False, False, False, False, True, True, False)","(False, False, False, True, False, True, False, False, False, False, False, True, True, False)",0,chooser,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': None, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': 0.9610386800450901, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': None, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': 2.447684764165314, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': None, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': 0.9610386800450901, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': None, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': 2.447684764165314, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",,,,,,,,,0.9610386800450901,0.9610386800450901,,,,1.0,,,,,,,,,,,,,2.447684764165314,2.447684764165314,,,,1.0,,,,
467,366,2,4,use_exponential_parameters,0.0,0.0,0.0,True,"Uᵢ(A) = Vᵢⱼ × min(πᵢᴬ / (πᵢᴬ + 3) - 1/2, πⱼᴬ / (πⱼᴬ + 3) - 1/2)","Uᵢ(A) = Vᵢⱼ × min((πᵢᴬ / (πᵢᴬ + 3) - 1/2)^γ₁, (πⱼᴬ / (πⱼᴬ + 3) - 1/2)^γ₁)","(False, False, True, False, False, True, False, True, True, False, False, False, True, True)","(False, False, True, True, False, True, False, True, True, False, False, False, True, True)",0,chooser,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.748461923293716, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.9263091483406392, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.748461923293716, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.9263091483406392, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",,,,,0.748461923293716,0.748461923293716,,,,,,,,1.0,,,,,,,,,1.9263091483406392,1.9263091483406392,,,,,,,,1.0,,,,
472,405,2,4,use_exponential_parameters,0.0,0.0,0.0,True,"Uᵢ(A) = Vᵢⱼ × max(πᵢᴬ / (πᵢᴬ + 3) - 1/2, πⱼᴬ / (πⱼᴬ + 3) - 1/2)","Uᵢ(A) = Vᵢⱼ × max((πᵢᴬ / (πᵢᴬ + 3) - 1/2)^γ₁, (πⱼᴬ / (πⱼᴬ + 3) - 1/2)^γ₁)","(False, False, True, False, False, True, False, True, True, False, False, False, True, False)","(False, False, True, True, False, True, False, True, True, False, False, False, True, False)",0,chooser,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.47020579942820806, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.325307095168557, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.47020579942820806, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.325307095168557, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",,,,,0.47020579942820806,0.47020579942820806,,,,,,,,1.0,,,,,,,,,1.325307095168557,1.325307095168557,,,,,,,,1.0,,,,
120,93,4,6,fix_self_interest_parameter,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ^γ₁ - πᵢᴮ^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - πⱼᴮ^γ₁),Uᵢ(A) = Vᵢᵢ(πᵢᴬ^γ₁ - πᵢᴮ^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - πⱼᴮ^γ₁),"(False, False, False, True, True, True, False, False, False, False, False, True, False, True)","(False, False, False, True, True, True, False, False, False, False, False, False, False, True)",0,chooser,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.28115107105960147, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.7430695309406918, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.8392564813684915, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.6329025939498077, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': 1.0, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.28115107105960147, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.7430695309406918, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 2.005, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.8392564813684915, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.6329025939498077, 'γ2_std': None, 'γ3_std': None}",,1.0,,,0.28115107105960147,0.28115107105960147,,,,,,,1.7430695309406918,1.7430695309406918,,,,,,2.005,,,1.8392564813684915,1.8392564813684915,,,,,,,0.6329025939498077,0.6329025939498077,,,,
120,69,4,6,include_social_comparison,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ^γ₁ - πᵢᴮ^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - πⱼᴮ^γ₁),"Uᵢ(A) = (πᵢᴬ^γ₁ - πᵢᴮ^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - πⱼᴮ^γ₁) - Ƹᵢⱼ × (max(πⱼᴬ^γ₁ - πᵢᴬ^γ₁, 0) + max(πᵢᴬ^γ₁ - πⱼᴬ^γ₁, 0))","(False, False, False, True, True, True, False, False, False, False, False, True, False, True)","(False, False, False, True, True, True, False, False, False, False, False, True, True, True)",0,chooser,False,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.9586784744807726, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.5782590142469297, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.9087845908899967, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.899940296638268, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.9586784744807726, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': 0.0, 'Ʒᵢⱼ': None, 'γ1': 1.5782590142469297, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.9087845908899967, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': 2.005, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.899940296638268, 'γ2_std': None, 'γ3_std': None}",,,,,0.9586784744807726,0.9586784744807726,,,,0.0,,,1.5782590142469297,1.5782590142469297,,,,,,,,,2.9087845908899967,2.9087845908899967,,,,2.005,,,0.899940296638268,0.899940296638268,,,,
128,111,4,6,fix_self_interest_parameter,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ)^γ₁ + Vᵢⱼ(πⱼᴬ)^γ₁,Uᵢ(A) = Vᵢᵢ(πᵢᴬ)^γ₁ + Vᵢⱼ(πⱼᴬ)^γ₁,"(False, False, False, True, False, True, True, False, False, False, False, True, False, True)","(False, False, False, True, False, True, True, False, False, False, False, False, False, True)",0,chooser,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.42098588154878636, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.9275606175166728, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 0.7077799859272197, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.5291872257377945, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': 1.0, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.42098588154878636, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.9275606175166728, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 2.005, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 0.7077799859272197, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.5291872257377945, 'γ2_std': None, 'γ3_std': None}",,1.0,,,-0.42098588154878636,-0.42098588154878636,,,,,,,0.9275606175166728,0.9275606175166728,,,,,,2.005,,,0.7077799859272197,0.7077799859272197,,,,,,,0.5291872257377945,0.5291872257377945,,,,
128,64,4,6,include_social_comparison,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ)^γ₁ + Vᵢⱼ(πⱼᴬ)^γ₁,"Uᵢ(A) = (πᵢᴬ)^γ₁ + Vᵢⱼ(πⱼᴬ)^γ₁ - Ƹᵢⱼ × (max(πⱼᴬ - πᵢᴬ, 0)^γ₁ + max(πᵢᴬ - πⱼᴬ, 0)^γ₁)","(False, False, False, True, False, True, True, False, False, False, False, True, False, True)","(False, False, False, True, False, True, True, False, False, False, False, True, True, True)",0,chooser,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.9280695989247185, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.07406417259845859, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.6155251402273223, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.1455876015935496, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.9280695989247185, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': 0.0, 'Ʒᵢⱼ': None, 'γ1': 0.07406417259845859, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 1.6155251402273223, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': 2.005, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.1455876015935496, 'γ2_std': None, 'γ3_std': None}",,,,,-0.9280695989247185,-0.9280695989247185,,,,0.0,,,0.07406417259845859,0.07406417259845859,,,,,,,,,1.6155251402273223,1.6155251402273223,,,,2.005,,,0.1455876015935496,0.1455876015935496,,,,
129,110,4,6,fix_self_interest_parameter,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ^γ₁ - 3^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - 3^γ₁),Uᵢ(A) = Vᵢᵢ(πᵢᴬ^γ₁ - 3^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - 3^γ₁),"(False, False, False, True, True, True, False, False, True, False, False, True, False, True)","(False, False, False, True, True, True, False, False, True, False, False, False, False, True)",0,chooser,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.7058555623898053, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.20762710798792783, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.6895807929504327, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.8056596957772921, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': 1.0, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.7058555623898053, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.20762710798792783, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 2.005, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 2.6895807929504327, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.8056596957772921, 'γ2_std': None, 'γ3_std': None}",,1.0,,,-0.7058555623898053,-0.7058555623898053,,,,,,,0.20762710798792783,0.20762710798792783,,,,,,2.005,,,2.6895807929504327,2.6895807929504327,,,,,,,0.8056596957772921,0.8056596957772921,,,,
129,68,4,6,include_social_comparison,0.0,0.0,0.0,True,Uᵢ(A) = (πᵢᴬ^γ₁ - 3^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - 3^γ₁),"Uᵢ(A) = (πᵢᴬ^γ₁ - 3^γ₁) + Vᵢⱼ(πⱼᴬ^γ₁ - 3^γ₁) - Ƹᵢⱼ × (max(πⱼᴬ^γ₁ - πᵢᴬ^γ₁, 0) + max(πᵢᴬ^γ₁ - πⱼᴬ^γ₁, 0))","(False, False, False, True, True, True, False, False, True, False, False, True, False, True)","(False, False, False, True, True, True, False, False, True, False, False, True, True, True)",0,chooser,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,True,"{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.35263381265989735, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 0.6368075459361477, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 3.653388371541408, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.46608711081962606, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': None, 'Ʌᵢᵢ': None, 'Vᵢⱼ': -0.35263381265989735, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': 0.0, 'Ʒᵢⱼ': None, 'γ1': 0.6368075459361477, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': None, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 3.653388371541408, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': 2.005, 'Ʒᵢⱼ_std': None, 'γ1_std': 0.46608711081962606, 'γ2_std': None, 'γ3_std': None}",,,,,-0.35263381265989735,-0.35263381265989735,,,,0.0,,,0.6368075459361477,0.6368075459361477,,,,,,,,,3.653388371541408,3.653388371541408,,,,2.005,,,0.46608711081962606,0.46608711081962606,,,,
137,104,4,6,use_exponential_parameters,0.0,0.0,0.0,True,Uᵢ(A) = Vᵢᵢ(πᵢᴬ - πᵢᴮ) + Vᵢⱼ(πⱼᴬ - πⱼᴮ),Uᵢ(A) = Vᵢᵢ(πᵢᴬ - πᵢᴮ)^γ₁ + Vᵢⱼ(πⱼᴬ - πⱼᴮ)^γ₁,"(False, False, False, False, False, True, False, False, False, False, False, False, False, True)","(False, False, False, True, False, True, False, False, False, False, False, False, False, True)",0,chooser,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,"{'Vᵢᵢ': 0.9525714220882262, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.6499276532641738, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': None, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 0.7819844517532261, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 0.9516935919842376, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': None, 'γ2_std': None, 'γ3_std': None}","{'Vᵢᵢ': 0.9525714220882262, 'Ʌᵢᵢ': None, 'Vᵢⱼ': 0.6499276532641738, 'Ʌᵢⱼ': None, 'Ƹᵢⱼ': None, 'Ʒᵢⱼ': None, 'γ1': 1.0, 'γ2': None, 'γ3': None, 'Vᵢᵢ_std': 0.7819844517532261, 'Ʌᵢᵢ_std': None, 'Vᵢⱼ_std': 0.9516935919842376, 'Ʌᵢⱼ_std': None, 'Ƹᵢⱼ_std': None, 'Ʒᵢⱼ_std': None, 'γ1_std': 1.0, 'γ2_std': None, 'γ3_std': None}",0.9525714220882262,0.9525714220882262,,,0.6499276532641738,0.6499276532641738,,,,,,,,1.0,,,,,0.7819844517532261,0.7819844517532261,,,0.9516935919842376,0.9516935919842376,,,,,,,,1.0,,,,
